id,text,sentiment,text_original,tokens
28162,woooow tbarkllah 3likom kamlin rien dire,positif,woooow tbarkllah 3likom kamlin rien dire,"['woooow', 'tbarkllah', '3likom', 'kamlin', 'rien', 'dire']"
28163,بغينا كوتر بامو ايوب ادري هه,positif,بغينا كوتر بامو ايوب ادري هه,"['بغينا', 'كوتر', 'بامو', 'ايوب', 'ادري', 'هه']"
28164,ناري زبير هربني هههههههه,positif,ناري زبير هربني هههههههه,"['ناري', 'زبير', 'هربني', 'هههههههه']"
28165,diro yassine sway3 hal3ar,neutre,diro yassine sway3 hal3ar,"['diro', 'yassine', 'sway3', 'hal3ar']"
28166,937 البارت,neutre,937 البارت,"['937', 'البارت']"
28167,chwiiiiiiya 3lik,neutre,chwiiiiiiya 3lik,"['chwiiiiiiya', '3lik']"
28168,concepte wa3er haha saraha gnial khlass prsentation zoubir wa3ra hahahaha,positif,concepte wa3er haha saraha gnial khlass prsentation zoubir wa3ra hahahaha,"['concepte', 'wa3er', 'haha', 'saraha', 'gnial', 'khlass', 'prsentation', 'zoubir', 'wa3ra', 'hahahaha']"
28169,gouli wlah 1519,neutre,gouli wlah 1519,"['gouli', 'wlah', '1519']"
28170,zoubir khessk takhdem eal rassk chwiya,négatif,zoubir khessk takhdem eal rassk chwiya,"['zoubir', 'khessk', 'takhdem', 'eal', 'rassk', 'chwiya']"
28171,wa3rrrr wa3rrrrrrrr,positif,wa3rrrr wa3rrrrrrrr,"['wa3rrrr', 'wa3rrrrrrrr']"
28172,ليكت نحسو بشهره,neutre,ليكت نحسو بشهره,"['ليكت', 'نحسو', 'بشهره']"
28173,kherit bdahek zoubir bezaf,positif,kherit bdahek zoubir bezaf,"['kherit', 'bdahek', 'zoubir', 'bezaf']"
28174,يااسين هاارب بزااف وعفوي,positif,يااسين هاارب بزااف وعفوي,"['يااسين', 'هاارب', 'بزااف', 'وعفوي']"
28175,ميمكنش هرب ليا، ناديين ههههههههههههه,positif,ميمكنش هرب ليا، ناديين ههههههههههههه,"['ميمكنش', 'هرب', 'ليا،', 'ناديين', 'ههههههههههههه']"
28176,waaaaaaaaaaa chaaal dhakt,positif,waaaaaaaaaaa chaaal dhakt,"['waaaaaaaaaaa', 'chaaal', 'dhakt']"
28177,nariii harabni,positif,nariii harabni,"['nariii', 'harabni']"
28178,3559 maymkench hhhhhhhhhh chapgpt fdehek,positif,3559 maymkench hhhhhhhhhh chapgpt fdehek,"['3559', 'maymkench', 'hhhhhhhhhh', 'chapgpt', 'fdehek']"
28179,hahahahahahahaha prsentation zoubir soutenance,positif,hahahahahahahaha prsentation zoubir soutenance,"['hahahahahahahaha', 'prsentation', 'zoubir', 'soutenance']"
28180,hbeeeett hbeeett concept,positif,hbeeeett hbeeett concept,"['hbeeeett', 'hbeeett', 'concept']"
28181,svp khali m3ak tt eps svp,neutre,svp khali m3ak tt eps svp,"['svp', 'khali', 'm3ak', 'tt', 'eps', 'svp']"
28182,mamba hrban,positif,mamba hrban,"['mamba', 'hrban']"
28183,هربني دري سميتو ياسين براءه جميله,positif,هربني دري سميتو ياسين براءه جميله,"['هربني', 'دري', 'سميتو', 'ياسين', 'براءه', 'جميله']"
28184,sarah nadii bjjahd dhakt man 9albi bravo 3likom,positif,sarah nadii bjjahd dhakt man 9albi bravo 3likom,"['sarah', 'nadii', 'bjjahd', 'dhakt', 'man', '9albi', 'bravo', '3likom']"
28185,معرفتش والدين جاني حشوما داكشي دارو ليه,négatif,معرفتش والدين جاني حشوما داكشي دارو ليه,"['معرفتش', 'والدين', 'جاني', 'حشوما', 'داكشي', 'دارو', 'ليه']"
28186,zoubir maymknch,positif,zoubir maymknch,"['zoubir', 'maymknch']"
28187,ناري ياسين بزاف,positif,ناري ياسين بزاف,"['ناري', 'ياسين', 'بزاف']"
28188,ياسين كيقتل بضحك ههههه,positif,ياسين كيقتل بضحك ههههه,"['ياسين', 'كيقتل', 'بضحك', 'ههههه']"
28189,مافهمت تا وزه ولاكن ضحكت,positif,مافهمت تا وزه ولاكن ضحكت,"['مافهمت', 'تا', 'وزه', 'ولاكن', 'ضحكت']"
28190,ماشي لوجيك حقيقي ناضيين بجهد,positif,ماشي لوجيك حقيقي ناضيين بجهد,"['ماشي', 'لوجيك', 'حقيقي', 'ناضيين', 'بجهد']"
28191,احسسن حاجه العضيم كونسييبت وااااعر تبارك الله عليكم,positif,احسسن حاجه العضيم كونسييبت وااااعر تبارك الله عليكم,"['احسسن', 'حاجه', 'العضيم', 'كونسييبت', 'وااااعر', 'تبارك', 'الله', 'عليكم']"
28192,ماتحشميش,négatif,ماتحشميش,['ماتحشميش']
28193,اخيرا اتفق معايا فهادي، مقدرتش نتفرج حيت جاني التنمر وبحالا كيبغي يضحكنا واخا علي حساب اخر,négatif,اخيرا اتفق معايا فهادي، مقدرتش نتفرج حيت جاني التنمر وبحالا كيبغي يضحكنا واخا علي حساب اخر,"['اخيرا', 'اتفق', 'معايا', 'فهادي،', 'مقدرتش', 'نتفرج', 'حيت', 'جاني', 'التنمر', 'وبحالا', 'كيبغي', 'يضحكنا', 'واخا', 'علي', 'حساب', 'اخر']"
28194,941 kanhawl nsfi niyti,négatif,941 kanhawl nsfi niyti,"['941', 'kanhawl', 'nsfi', 'niyti']"
28195,فكره زوينه,positif,فكره زوينه,"['فكره', 'زوينه']"
28196,hilal 223,neutre,hilal 223,"['hilal', '223']"
28197,kdidiib putaiin,négatif,kdidiib putaiin,"['kdidiib', 'putaiin']"
28198,simo sed ra lbab toilette larrire plan bda tssawar jadore keep going,positif,simo sed ra lbab toilette larrire plan bda tssawar jadore keep going,"['simo', 'sed', 'ra', 'lbab', 'toilette', 'larrire', 'plan', 'bda', 'tssawar', 'jadore', 'keep', 'going']"
28199,جيهان كيداري,neutre,جيهان كيداري,"['جيهان', 'كيداري']"
28200,tkhayel tkon mbowa9 tfarej hhhhhhhhhhhhhhhhhhhhhhhhhhhh,positif,tkhayel tkon mbowa9 tfarej hhhhhhhhhhhhhhhhhhhhhhhhhhhh,"['tkhayel', 'tkon', 'mbowa9', 'tfarej', 'hhhhhhhhhhhhhhhhhhhhhhhhhhhh']"
28201,باينه كونسيبت جديد مغربي حيت الميريكان واوروبا اسيا معندهاش ثقافه الفرشه عندنا,positif,باينه كونسيبت جديد مغربي حيت الميريكان واوروبا اسيا معندهاش ثقافه الفرشه عندنا,"['باينه', 'كونسيبت', 'جديد', 'مغربي', 'حيت', 'الميريكان', 'واوروبا', 'اسيا', 'معندهاش', 'ثقافه', 'الفرشه', 'عندنا']"
28202,srha lconsept waer kolchi nadi lida perfecto ms lplant swrto fih mea3jbnich mkyninch alwan dkchi simple bzf brina plant kybyn lina lconsept plz diro like ytl3 commentair,positif,srha lconsept waer kolchi nadi lida perfecto ms lplant swrto fih mea3jbnich mkyninch alwan dkchi simple bzf brina plant kybyn lina lconsept plz diro like ytl3 commentair,"['srha', 'lconsept', 'waer', 'kolchi', 'nadi', 'lida', 'perfecto', 'ms', 'lplant', 'swrto', 'fih', 'mea3jbnich', 'mkyninch', 'alwan', 'dkchi', 'simple', 'bzf', 'brina', 'plant', 'kybyn', 'lina', 'lconsept', 'plz', 'diro', 'like', 'ytl3', 'commentair']"
28203,yo bro wsp 2013 test test brrrrrr,neutre,yo bro wsp 2013 test test brrrrrr,"['yo', 'bro', 'wsp', '2013', 'test', 'test', 'brrrrrr']"
28204,howa squeezie,neutre,howa squeezie,"['howa', 'squeezie']"
28205,amine aouni adil taouil,neutre,amine aouni adil taouil,"['amine', 'aouni', 'adil', 'taouil']"
28206,زوبير دري نقي عزيز علينا,positif,زوبير دري نقي عزيز علينا,"['زوبير', 'دري', 'نقي', 'عزيز', 'علينا']"
28207,jani zobir hsan,positif,jani zobir hsan,"['jani', 'zobir', 'hsan']"
28208,صراحه واعره كملو برافو عليكم,positif,صراحه واعره كملو برافو عليكم,"['صراحه', 'واعره', 'كملو', 'برافو', 'عليكم']"
28209,youtubers generation lewla keyna9iw lina youtube concepts waaerin tbarkellah 3likom tferejt fhadchi 7da malin dar kolchi kid7ek lwalid maraaa mara kanchufooh kid7ek,positif,youtubers generation lewla keyna9iw lina youtube concepts waaerin tbarkellah 3likom tferejt fhadchi 7da malin dar kolchi kid7ek lwalid maraaa mara kanchufooh kid7ek,"['youtubers', 'generation', 'lewla', 'keyna9iw', 'lina', 'youtube', 'concepts', 'waaerin', 'tbarkellah', '3likom', 'tferejt', 'fhadchi', '7da', 'malin', 'dar', 'kolchi', 'kid7ek', 'lwalid', 'maraaa', 'mara', 'kanchufooh', 'kid7ek']"
28210,لضحكك هدشي عرف لاباس عليك ونتا معارفش,négatif,لضحكك هدشي عرف لاباس عليك ونتا معارفش,"['لضحكك', 'هدشي', 'عرف', 'لاباس', 'عليك', 'ونتا', 'معارفش']"
28211,the world is healing db dont have to worry about what im going to watch meanwhile im eating l3eez,positif,the world is healing db dont have to worry about what im going to watch meanwhile im eating l3eez,"['the', 'world', 'is', 'healing', 'db', 'dont', 'have', 'to', 'worry', 'about', 'what', 'im', 'going', 'to', 'watch', 'meanwhile', 'im', 'eating', 'l3eez']"
28212,3050 heey heey heey,positif,3050 heey heey heey,"['3050', 'heey', 'heey', 'heey']"
28213,بتابع حضرتك زمان بتمني اصير مثلك يوم محتواي القران الكريم ممكن انجح,positif,بتابع حضرتك زمان بتمني اصير مثلك يوم محتواي القران الكريم ممكن انجح,"['بتابع', 'حضرتك', 'زمان', 'بتمني', 'اصير', 'مثلك', 'يوم', 'محتواي', 'القران', 'الكريم', 'ممكن', 'انجح']"
28214,milfaya ti diri ndadrek othnay malk dik 7ala,négatif,milfaya ti diri ndadrek othnay malk dik 7ala,"['milfaya', 'ti', 'diri', 'ndadrek', 'othnay', 'malk', 'dik', '7ala']"
28215,ياسين بوحدو علام,positif,ياسين بوحدو علام,"['ياسين', 'بوحدو', 'علام']"
28216,باقي لقيت دوك الفيديوات مدابزه العراسات اللي كيبقاو عامين غنسلخكم هانتوما عندكم تفرجوا الدراري دايرين مجهود ايوا شجعوهوم,positif,باقي لقيت دوك الفيديوات مدابزه العراسات اللي كيبقاو عامين غنسلخكم هانتوما عندكم تفرجوا الدراري دايرين مجهود ايوا شجعوهوم,"['باقي', 'لقيت', 'دوك', 'الفيديوات', 'مدابزه', 'العراسات', 'اللي', 'كيبقاو', 'عامين', 'غنسلخكم', 'هانتوما', 'عندكم', 'تفرجوا', 'الدراري', 'دايرين', 'مجهود', 'ايوا', 'شجعوهوم']"
28217,1744 da naaari harabnirak nadi,positif,1744 da naaari harabnirak nadi,"['1744', 'da', 'naaari', 'harabnirak', 'nadi']"
28218,زوبير بوهالي,négatif,زوبير بوهالي,"['زوبير', 'بوهالي']"
28219,دون المستوي,négatif,دون المستوي,"['دون', 'المستوي']"
28220,عحباتني البريزنتايشن الزوبير، ماعرفتش مافهمتوهاش تعمد يبين يديرها هكا زهطعما بوهالي ومكلخ وباللي خدم ai باش دارها وماعرفش اشنو مكتوب دار هادشي كاااااامل باش يضحكنا,négatif,عحباتني البريزنتايشن الزوبير، ماعرفتش مافهمتوهاش تعمد يبين يديرها هكا زهطعما بوهالي ومكلخ وباللي خدم ai باش دارها وماعرفش اشنو مكتوب دار هادشي كاااااامل باش يضحكنا,"['عحباتني', 'البريزنتايشن', 'الزوبير،', 'ماعرفتش', 'مافهمتوهاش', 'تعمد', 'يبين', 'يديرها', 'هكا', 'زهطعما', 'بوهالي', 'ومكلخ', 'وباللي', 'خدم', 'ai', 'باش', 'دارها', 'وماعرفش', 'اشنو', 'مكتوب', 'دار', 'هادشي', 'كاااااامل', 'باش', 'يضحكنا']"
28221,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,neutre,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,['hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh']
28222,hmaaaaqiiiiit,négatif,hmaaaaqiiiiit,['hmaaaaqiiiiit']
28223,نااااري بزاااف,positif,نااااري بزاااف,"['نااااري', 'بزاااف']"
28224,جاي درب غلف داكشي مدرح,négatif,جاي درب غلف داكشي مدرح,"['جاي', 'درب', 'غلف', 'داكشي', 'مدرح']"
28225,جاسوس مدسوس 1421,négatif,جاسوس مدسوس 1421,"['جاسوس', 'مدسوس', '1421']"
28226,kantferrej n3awd wa mmiii kerchiii prsentation zoubair killed meeeeeeee,positif,kantferrej n3awd wa mmiii kerchiii prsentation zoubair killed meeeeeeee,"['kantferrej', 'n3awd', 'wa', 'mmiii', 'kerchiii', 'prsentation', 'zoubair', 'killed', 'meeeeeeee']"
28227,zoubair 3alam,positif,zoubair 3alam,"['zoubair', '3alam']"
28228,مدام درتي سكويزي الكونسيبت ديرلينا الكونييبط تاعو limposteur بالنسخه المغربيه,neutre,مدام درتي سكويزي الكونسيبت ديرلينا الكونييبط تاعو limposteur بالنسخه المغربيه,"['مدام', 'درتي', 'سكويزي', 'الكونسيبت', 'ديرلينا', 'الكونييبط', 'تاعو', 'limposteur', 'بالنسخه', 'المغربيه']"
28229,aktar wa7ed da7ekni howa dak mamba zoubiiiiiiiiiiiiiiiiiiiiiir,positif,aktar wa7ed da7ekni howa dak mamba zoubiiiiiiiiiiiiiiiiiiiiiir,"['aktar', 'wa7ed', 'da7ekni', 'howa', 'dak', 'mamba', 'zoubiiiiiiiiiiiiiiiiiiiiiir']"
28230,بامبا كالاطرش زفه,négatif,بامبا كالاطرش زفه,"['بامبا', 'كالاطرش', 'زفه']"
28231,mamba chwya wi tayf zobir,négatif,mamba chwya wi tayf zobir,"['mamba', 'chwya', 'wi', 'tayf', 'zobir']"
28232,d7ekt bzaf,positif,d7ekt bzaf,"['d7ekt', 'bzaf']"
28233,waaa3er,positif,waaa3er,['waaa3er']
28234,zoubir ahssn wahd,positif,zoubir ahssn wahd,"['zoubir', 'ahssn', 'wahd']"
28235,naaadi chbe3t de7k,positif,naaadi chbe3t de7k,"['naaadi', 'chbe3t', 'de7k']"
28236,ضحكني ياسين,positif,ضحكني ياسين,"['ضحكني', 'ياسين']"
28237,mamba was funny,positif,mamba was funny,"['mamba', 'was', 'funny']"
28238,lbtatataa,neutre,lbtatataa,['lbtatataa']
28239,mamba fit 90 mafahm walou bravo chabab content wa3r bonne continuation,positif,mamba fit 90 mafahm walou bravo chabab content wa3r bonne continuation,"['mamba', 'fit', '90', 'mafahm', 'walou', 'bravo', 'chabab', 'content', 'wa3r', 'bonne', 'continuation']"
28240,zelenka tzad 120 3am houa wazn zoubir soudfa kandench,négatif,zelenka tzad 120 3am houa wazn zoubir soudfa kandench,"['zelenka', 'tzad', '120', '3am', 'houa', 'wazn', 'zoubir', 'soudfa', 'kandench']"
28241,ttanamor kiliminiiiii ctait vraiment super,positif,ttanamor kiliminiiiii ctait vraiment super,"['ttanamor', 'kiliminiiiii', 'ctait', 'vraiment', 'super']"
28242,ناري شحال ضحكت مايمكنش,positif,ناري شحال ضحكت مايمكنش,"['ناري', 'شحال', 'ضحكت', 'مايمكنش']"
28243,تحيه لبطااااااطاااااا,positif,تحيه لبطااااااطاااااا,"['تحيه', 'لبطااااااطاااااا']"
28244,غاديرهاواعره جبتي عادل تاويل ايوب ايدري امين العوني,positif,غاديرهاواعره جبتي عادل تاويل ايوب ايدري امين العوني,"['غاديرهاواعره', 'جبتي', 'عادل', 'تاويل', 'ايوب', 'ايدري', 'امين', 'العوني']"
28245,blama naqtok sir bhalk,négatif,blama naqtok sir bhalk,"['blama', 'naqtok', 'sir', 'bhalk']"
28246,مكنحملش يوتيب اتفرجت فهادا مت بالضحك,positif,مكنحملش يوتيب اتفرجت فهادا مت بالضحك,"['مكنحملش', 'يوتيب', 'اتفرجت', 'فهادا', 'مت', 'بالضحك']"
28247,ضحاااكت الليل ياسين علام بوحدو,positif,ضحاااكت الليل ياسين علام بوحدو,"['ضحاااكت', 'الليل', 'ياسين', 'علام', 'بوحدو']"
28248,صراحه شبعت ضحك الله يعطيكم صحه,positif,صراحه شبعت ضحك الله يعطيكم صحه,"['صراحه', 'شبعت', 'ضحك', 'الله', 'يعطيكم', 'صحه']"
28249,بصفتي غليييضه ماعجبنيش كفاش كاتدويو علي الزوبيير الغلض ديالو اه كايضحك وممكن واخد الغلض ديالو كونسيبط تيقوني الغلاض كايضحك معانا حد علي الغلض ديالنا اه كانضحكووووو كانتمرو علي راسنا باش نضحكو الناس كلمه داكشي لب نقالينا كاتبقا محفوووووره فدماغنا كانفكرو ليل نهار فعافاكم باراكا مانضحكو علي الاشكال الناس,négatif,بصفتي غليييضه ماعجبنيش كفاش كاتدويو علي الزوبيير الغلض ديالو اه كايضحك وممكن واخد الغلض ديالو كونسيبط تيقوني الغلاض كايضحك معانا حد علي الغلض ديالنا اه كانضحكووووو كانتمرو علي راسنا باش نضحكو الناس كلمه داكشي لب نقالينا كاتبقا محفوووووره فدماغنا كانفكرو ليل نهار فعافاكم باراكا مانضحكو علي الاشكال الناس,"['بصفتي', 'غليييضه', 'ماعجبنيش', 'كفاش', 'كاتدويو', 'علي', 'الزوبيير', 'الغلض', 'ديالو', 'اه', 'كايضحك', 'وممكن', 'واخد', 'الغلض', 'ديالو', 'كونسيبط', 'تيقوني', 'الغلاض', 'كايضحك', 'معانا', 'حد', 'علي', 'الغلض', 'ديالنا', 'اه', 'كانضحكووووو', 'كانتمرو', 'علي', 'راسنا', 'باش', 'نضحكو', 'الناس', 'كلمه', 'داكشي', 'لب', 'نقالينا', 'كاتبقا', 'محفوووووره', 'فدماغنا', 'كانفكرو', 'ليل', 'نهار', 'فعافاكم', 'باراكا', 'مانضحكو', 'علي', 'الاشكال', 'الناس']"
